YearName,Topic,Viewby,Series,Value
2015,Drug resistance,Candida krusei,Voriconazole,0
2015,Drug resistance,Candida parapsilosis,Echinocandin,0
2015,Drug resistance,Candida parapsilosis,Fluconazole,0.12
2015,Drug resistance,Candida parapsilosis,Multi-drug,0
2015,Drug resistance,Candida parapsilosis,Voriconazole,0.036
2015,Drug resistance,Candida tropicalis,Echinocandin,0
2015,Drug resistance,Candida tropicalis,Fluconazole,0.039
2015,Drug resistance,Candida tropicalis,Multi-drug,0
2015,Drug resistance,Candida tropicalis,Voriconazole,0
2015,Drug resistance,Georgia,Echinocandin,0.013
2015,Drug resistance,Georgia,Fluconazole,0.076
2015,Drug resistance,Georgia,Multi-drug,0
2015,Drug resistance,Georgia,Voriconazole,0
2015,Drug resistance,Maryland,Echinocandin,0.015
2015,Drug resistance,Maryland,Fluconazole,0.112
2015,Drug resistance,Maryland,Multi-drug,0.01
2015,Drug resistance,Maryland,Voriconazole,0.015
2015,Drug resistance,Oregon,Echinocandin,0
2015,Drug resistance,Oregon,Fluconazole,0
2015,Drug resistance,Oregon,Multi-drug,0
2015,Drug resistance,Oregon,Voriconazole,0
2015,Drug resistance,Tennessee,Echinocandin,0.021
2015,Drug resistance,Tennessee,Fluconazole,0.031
2015,Drug resistance,Tennessee,Multi-drug,0
2015,Drug resistance,Tennessee,Voriconazole,0.01
2015,Incidence,Age,< 1 year,15.5
2015,Incidence,Age,> 65 years,23.4
2015,Incidence,Age,1-18 years,1.2
2015,Incidence,Age,19-44 years,5.6
2015,Incidence,Age,45-64 years,12.6
2015,Incidence,Age,All cases,8.8
2015,Incidence,All cases,All cases,8.8
2015,Incidence,Area,All cases,8.8
2015,Incidence,Area,Georgia,8
2015,Incidence,Area,Maryland,14.5
2015,Incidence,Area,Oregon,4.2
2015,Incidence,Area,Tennessee,11.8
2015,Incidence,Race,All cases,8.8
2015,Incidence,Race,Black,12.7
2015,Incidence,Race,Non-black,6.3
2015,Incidence,Sex,All cases,8.8
2015,Incidence,Sex,Female,8.6
2015,Incidence,Sex,Male,9
2015,Mortality,48-hour mortality,All cases,0.7
2015,Mortality,48-hour mortality,Georgia,0.6
2015,Mortality,48-hour mortality,Maryland,1
2015,Mortality,48-hour mortality,Oregon,0.5
2015,Mortality,48-hour mortality,Tennessee,1.4
2015,Mortality,At hospital discharge,All cases,2.2
2015,Mortality,At hospital discharge,Georgia,1.8
2015,Mortality,At hospital discharge,Maryland,4.4
2015,Mortality,At hospital discharge,Oregon,0.8
2015,Mortality,At hospital discharge,Tennessee,2.7
2015,Species,Area: All,C. albicans,0.376
2015,Species,Area: All,C. glabrata,0.273
2015,Species,Area: All,C. krusei,0.021
2015,Species,Area: All,C. lusitaniae,0.021
2015,Species,Area: All,C. parapsilosis,0.128
2015,Species,Area: All,C. tropicalis,0.08
2015,Species,Area: All,"Candida, multiple species",0.045
2015,Species,Area: All,"Candida, other species",0.056
2015,Species,Area: Georgia,C. albicans,0.394
2015,Species,Area: Georgia,C. glabrata,0.259
2015,Species,Area: Georgia,C. krusei,0.028
2015,Species,Area: Georgia,C. lusitaniae,0.025
2015,Species,Area: Georgia,C. parapsilosis,0.126
2015,Species,Area: Georgia,C. tropicalis,0.073
2015,Species,Area: Georgia,"Candida, multiple species",0.038
2015,Species,Area: Georgia,"Candida, other species",0.057
2015,Species,Area: Maryland,C. albicans,0.314
2015,Species,Area: Maryland,C. glabrata,0.324
2015,Species,Area: Maryland,C. krusei,0.024
2015,Species,Area: Maryland,C. lusitaniae,0.024
2015,Species,Area: Maryland,C. parapsilosis,0.114
2015,Species,Area: Maryland,C. tropicalis,0.105
2015,Species,Area: Maryland,"Candida, multiple species",0.052
2015,Species,Area: Maryland,"Candida, other species",0.043
2015,Species,Area: Oregon,C. albicans,0.405
2015,Species,Area: Oregon,C. glabrata,0.257
2015,Species,Area: Oregon,C. krusei,0
2015,Species,Area: Oregon,C. lusitaniae,0
2015,Species,Area: Oregon,C. parapsilosis,0.149
2015,Species,Area: Oregon,C. tropicalis,0.041
2015,Species,Area: Oregon,"Candida, multiple species",0.081
2015,Species,Area: Oregon,"Candida, other species",0.068
2015,Species,Area: Tennessee,C. albicans,0.42
2015,Species,Area: Tennessee,C. glabrata,0.232
2015,Species,Area: Tennessee,C. krusei,0.09
2015,Species,Area: Tennessee,C. lusitaniae,0.018
2015,Species,Area: Tennessee,C. parapsilosis,0.143
2015,Species,Area: Tennessee,C. tropicalis,0.08
2015,Species,Area: Tennessee,"Candida, multiple species",0.027
2015,Species,Area: Tennessee,"Candida, other species",0.071
2016,Drug resistance,Candida albicans,Echinocandin,0.004
2016,Drug resistance,Candida albicans,Fluconazole,0
2016,Drug resistance,Candida albicans,Multi-drug,0
2016,Drug resistance,Candida albicans,Voriconazole,0
2016,Drug resistance,Candida glabrata,Echinocandin,0.036
2016,Drug resistance,Candida glabrata,Fluconazole,0.102
2016,Drug resistance,Candida glabrata,Multi-drug,0.006
2016,Drug resistance,Candida krusei,Echinocandin,0
2016,Drug resistance,Candida krusei,Multi-drug,0
2016,Drug resistance,Candida krusei,Voriconazole,0
2016,Drug resistance,Candida parapsilosis,Echinocandin,0
2016,Drug resistance,Candida parapsilosis,Fluconazole,0.144
2016,Drug resistance,Candida parapsilosis,Multi-drug,0
2016,Drug resistance,Candida parapsilosis,Voriconazole,0.044
2016,Drug resistance,Candida tropicalis,Echinocandin,0
2016,Drug resistance,Candida tropicalis,Fluconazole,0.034
2016,Drug resistance,Candida tropicalis,Multi-drug,0
2016,Drug resistance,Candida tropicalis,Voriconazole,0.034
2016,Drug resistance,Georgia,Echinocandin,0.013
2016,Drug resistance,Georgia,Fluconazole,0.1
2016,Drug resistance,Georgia,Multi-drug,0.004
2016,Drug resistance,Georgia,Voriconazole,0.004
2016,Drug resistance,Maryland,Echinocandin,0.017
2016,Drug resistance,Maryland,Fluconazole,0.11
2016,Drug resistance,Maryland,Multi-drug,0
2016,Drug resistance,Maryland,Voriconazole,0.017
2016,Drug resistance,Oregon,Echinocandin,0
2016,Drug resistance,Oregon,Fluconazole,0.033
2016,Drug resistance,Oregon,Multi-drug,0
2016,Drug resistance,Oregon,Voriconazole,0
2016,Drug resistance,Tennessee,Echinocandin,0.01
2016,Drug resistance,Tennessee,Fluconazole,0.04
2016,Drug resistance,Tennessee,Multi-drug,0
2016,Drug resistance,Tennessee,Voriconazole,0.02
2016,Incidence,Age,< 1 year,11.6
2016,Incidence,Age,> 65 years,24.3
2016,Incidence,Age,1-18 years,1.3
2016,Incidence,Age,19-44 years,5.2
2016,Incidence,Age,45-64 years,11
2016,Incidence,Age,All cases,8.3
2016,Incidence,All cases,All cases,8.3
2016,Incidence,Area,All cases,8.3
2016,Incidence,Area,Georgia,7.3
2016,Incidence,Area,Maryland,13.4
2016,Incidence,Area,Oregon,4
2016,Incidence,Area,Tennessee,12.7
2016,Incidence,Race,All cases,8.3
2016,Incidence,Race,Black,11.1
2016,Incidence,Race,Non-black,5.9
2016,Incidence,Sex,All cases,8.3
2016,Incidence,Sex,Female,7
2016,Incidence,Sex,Male,9.7
2016,Mortality,48-hour mortality,All cases,0.6
2016,Mortality,48-hour mortality,Georgia,0.4
2016,Mortality,48-hour mortality,Maryland,1.2
2016,Mortality,48-hour mortality,Oregon,0.4
2016,Mortality,48-hour mortality,Tennessee,1.5
2016,Mortality,At hospital discharge,All cases,2
2016,Mortality,At hospital discharge,Georgia,1.7
2016,Mortality,At hospital discharge,Maryland,3.3
2016,Mortality,At hospital discharge,Oregon,0.7
2016,Mortality,At hospital discharge,Tennessee,3.4
2016,Species,Area: All,C. albicans,0.363
2016,Species,Area: All,C. glabrata,0.259
2016,Species,Area: All,C. krusei,0.024
2016,Species,Area: All,C. lusitaniae,0.019
2016,Species,Area: All,C. parapsilosis,0.164
2016,Species,Area: All,C. tropicalis,0.085
2016,Species,Area: All,"Candida, multiple species",0.027
2016,Species,Area: All,"Candida, other species",0.058
2016,Species,Area: Georgia,C. albicans,0.344
2016,Species,Area: Georgia,C. glabrata,0.237
2016,Species,Area: Georgia,C. krusei,0.024
2016,Species,Area: Georgia,C. lusitaniae,0.024
2016,Species,Area: Georgia,C. parapsilosis,0.23
2016,Species,Area: Georgia,C. tropicalis,0.069
2016,Species,Area: Georgia,"Candida, multiple species",0.027
2016,Species,Area: Georgia,"Candida, other species",0.045
2016,Species,Area: Maryland,C. albicans,0.33
2016,Species,Area: Maryland,C. glabrata,0.278
2016,Species,Area: Maryland,C. krusei,0.036
2016,Species,Area: Maryland,C. lusitaniae,0.01
2016,Species,Area: Maryland,C. parapsilosis,0.113
2016,Species,Area: Maryland,C. tropicalis,0.108
2016,Species,Area: Maryland,"Candida, multiple species",0.036
2016,Species,Area: Maryland,"Candida, other species",0.088
2016,Species,Area: Oregon,C. albicans,0.515
2016,Species,Area: Oregon,C. glabrata,0.176
2016,Species,Area: Oregon,C. krusei,0.044
2016,Species,Area: Oregon,C. lusitaniae,0
2016,Species,Area: Oregon,C. parapsilosis,0.176
2016,Species,Area: Oregon,C. tropicalis,0.044
2016,Species,Area: Oregon,"Candida, multiple species",0.015
2016,Species,Area: Oregon,"Candida, other species",0.029
2016,Species,Area: Tennessee,C. albicans,0.38
2016,Species,Area: Tennessee,C. glabrata,0.339
2016,Species,Area: Tennessee,C. krusei,0
2016,Species,Area: Tennessee,C. lusitaniae,0.025
2016,Species,Area: Tennessee,C. parapsilosis,0.058
2016,Species,Area: Tennessee,C. tropicalis,0.124
2016,Species,Area: Tennessee,"Candida, multiple species",0.025
2016,Species,Area: Tennessee,"Candida, other species",0.05
2017,Drug resistance,California,Echinocandin,0
2017,Drug resistance,California,Fluconazole,0
2017,Drug resistance,California,Multi-drug,0
2017,Drug resistance,California,Voriconazole,0
2017,Drug resistance,Candida albicans,Echinocandin,0.002
2017,Drug resistance,Candida albicans,Fluconazole,0.005
2017,Drug resistance,Candida albicans,Multi-drug,0
2017,Drug resistance,Candida albicans,Voriconazole,0.002
2017,Drug resistance,Candida glabrata,Echinocandin,0.04
2017,Drug resistance,Candida glabrata,Fluconazole,0.071
2017,Drug resistance,Candida glabrata,Multi-drug,0.003
2017,Drug resistance,Candida krusei,Echinocandin,0
2017,Drug resistance,Candida krusei,Multi-drug,0
2017,Drug resistance,Candida krusei,Voriconazole,0.048
2017,Drug resistance,Candida parapsilosis,Echinocandin,0
2017,Drug resistance,Candida parapsilosis,Fluconazole,0.079
2017,Drug resistance,Candida parapsilosis,Multi-drug,0
2017,Drug resistance,Candida parapsilosis,Voriconazole,0.007
2017,Drug resistance,Candida tropicalis,Echinocandin,0
2017,Drug resistance,Candida tropicalis,Fluconazole,0.057
2017,Drug resistance,Candida tropicalis,Multi-drug,0
2017,Drug resistance,Candida tropicalis,Voriconazole,0.029
2017,Drug resistance,Colorado,Echinocandin,0.03
2017,Drug resistance,Colorado,Fluconazole,0.02
2017,Drug resistance,Colorado,Multi-drug,0
2017,Drug resistance,Colorado,Voriconazole,0
2017,Drug resistance,Georgia,Echinocandin,0.016
2017,Drug resistance,Georgia,Fluconazole,0.111
2017,Drug resistance,Georgia,Multi-drug,0.004
2017,Drug resistance,Georgia,Voriconazole,0.004
2017,Drug resistance,Maryland,Echinocandin,0.01
2017,Drug resistance,Maryland,Fluconazole,0.062
2017,Drug resistance,Maryland,Multi-drug,0
2017,Drug resistance,Maryland,Voriconazole,0.01
2017,Drug resistance,Minnesota,Echinocandin,0.03
2017,Drug resistance,Minnesota,Fluconazole,0.045
2017,Drug resistance,Minnesota,Multi-drug,0
2017,Drug resistance,Minnesota,Voriconazole,0.075
2017,Drug resistance,New Mexico,Echinocandin,0
2017,Drug resistance,New Mexico,Fluconazole,0.04
2017,Drug resistance,New Mexico,Multi-drug,0
2017,Drug resistance,New Mexico,Voriconazole,0
2017,Drug resistance,New York,Echinocandin,0
2017,Drug resistance,New York,Fluconazole,0.148
2017,Drug resistance,New York,Multi-drug,0
2017,Drug resistance,New York,Voriconazole,0.016
2017,Drug resistance,Oregon,Echinocandin,0
2017,Drug resistance,Oregon,Fluconazole,0
2017,Drug resistance,Oregon,Multi-drug,0
2017,Drug resistance,Oregon,Voriconazole,0
2017,Drug resistance,Tennessee,Echinocandin,0.008
2017,Drug resistance,Tennessee,Fluconazole,0.04
2017,Drug resistance,Tennessee,Multi-drug,0
2017,Drug resistance,Tennessee,Voriconazole,0
2017,Incidence,Age,< 1 year,8.3
2017,Incidence,Age,> 65 years,19.7
2017,Incidence,Age,1-18 years,0.3
2017,Incidence,Age,19-44 years,4.3
2017,Incidence,Age,45-64 years,9.4
2017,Incidence,Age,All cases,6.9
2017,Incidence,All cases,All cases,6.9
2017,Incidence,Area,All cases,6.9
2017,Incidence,Area,California,5
2017,Incidence,Area,Colorado,4.2
2017,Incidence,Area,Georgia,7.6
2017,Incidence,Area,Maryland,14.1
2017,Incidence,Area,Minnesota,4.6
2017,Incidence,Area,New Mexico,5.8
2017,Incidence,Area,New York,9.4
2017,Incidence,Area,Oregon,4.9
2017,Incidence,Area,Tennessee,11.7
2017,Incidence,Race,All cases,6.9
2017,Incidence,Race,Black,10.8
2017,Incidence,Race,Non-black,5.4
2017,Incidence,Sex,All cases,6.9
2017,Incidence,Sex,Female,6.3
2017,Incidence,Sex,Male,7.5
2017,Mortality,48-hour mortality,All cases,0.5
2017,Mortality,48-hour mortality,California,0.4
2017,Mortality,48-hour mortality,Colorado,0.3
2017,Mortality,48-hour mortality,Georgia,0.7
2017,Mortality,48-hour mortality,Maryland,1
2017,Mortality,48-hour mortality,Minnesota,0.3
2017,Mortality,48-hour mortality,New Mexico,1.2
2017,Mortality,48-hour mortality,New York,0.8
2017,Mortality,48-hour mortality,Oregon,0.3
2017,Mortality,48-hour mortality,Tennessee,0.5
2017,Mortality,At hospital discharge,All cases,1.7
2017,Mortality,At hospital discharge,California,1.6
2017,Mortality,At hospital discharge,Colorado,1.1
2017,Mortality,At hospital discharge,Georgia,1.9
2017,Mortality,At hospital discharge,Maryland,3.9
2017,Mortality,At hospital discharge,Minnesota,1.2
2017,Mortality,At hospital discharge,New Mexico,1.5
2017,Mortality,At hospital discharge,New York,2.7
2017,Mortality,At hospital discharge,Oregon,0.8
2017,Mortality,At hospital discharge,Tennessee,2.1
2017,Species,Area: All,C. albicans,0.37
2017,Species,Area: All,C. glabrata,0.294
2017,Species,Area: All,C. krusei,0.018
2017,Species,Area: All,C. lusitaniae,0.02
2017,Species,Area: All,C. parapsilosis,0.137
2017,Species,Area: All,C. tropicalis,0.061
2017,Species,Area: All,"Candida, multiple species",0.037
2017,Species,Area: All,"Candida, other species",0.064
2017,Species,Area: California,C. albicans,0.268
2017,Species,Area: California,C. glabrata,0.341
2017,Species,Area: California,C. krusei,0
2017,Species,Area: California,C. lusitaniae,0.024
2017,Species,Area: California,C. parapsilosis,0.171
2017,Species,Area: California,C. tropicalis,0.073
2017,Species,Area: California,"Candida, multiple species",0.024
2017,Species,Area: California,"Candida, other species",0.098
2017,Species,Area: Colorado,C. albicans,0.405
2017,Species,Area: Colorado,C. glabrata,0.279
2017,Species,Area: Colorado,C. krusei,0.009
2017,Species,Area: Colorado,C. lusitaniae,0.018
2017,Species,Area: Colorado,C. parapsilosis,0.117
2017,Species,Area: Colorado,C. tropicalis,0.063
2017,Species,Area: Colorado,"Candida, multiple species",0.027
2017,Species,Area: Colorado,"Candida, other species",0.081
2017,Species,Area: Georgia,C. albicans,0.373
2017,Species,Area: Georgia,C. glabrata,0.285
2017,Species,Area: Georgia,C. krusei,0.035
2017,Species,Area: Georgia,C. lusitaniae,0.019
2017,Species,Area: Georgia,C. parapsilosis,0.15
2017,Species,Area: Georgia,C. tropicalis,0.069
2017,Species,Area: Georgia,"Candida, multiple species",0.023
2017,Species,Area: Georgia,"Candida, other species",0.046
2017,Species,Area: Maryland,C. albicans,0.268
2017,Species,Area: Maryland,C. glabrata,0.388
2017,Species,Area: Maryland,C. krusei,0.019
2017,Species,Area: Maryland,C. lusitaniae,0.005
2017,Species,Area: Maryland,C. parapsilosis,0.129
2017,Species,Area: Maryland,C. tropicalis,0.062
2017,Species,Area: Maryland,"Candida, multiple species",0.043
2017,Species,Area: Maryland,"Candida, other species",0.086
2017,Species,Area: Minnesota,C. albicans,0.429
2017,Species,Area: Minnesota,C. glabrata,0.314
2017,Species,Area: Minnesota,C. krusei,0.014
2017,Species,Area: Minnesota,C. lusitaniae,0.014
2017,Species,Area: Minnesota,C. parapsilosis,0.129
2017,Species,Area: Minnesota,C. tropicalis,0.029
2017,Species,Area: Minnesota,"Candida, multiple species",0.021
2017,Species,Area: Minnesota,"Candida, other species",0.05
2017,Species,Area: New Mexico,C. albicans,0.577
2017,Species,Area: New Mexico,C. glabrata,0.154
2017,Species,Area: New Mexico,C. krusei,0.038
2017,Species,Area: New Mexico,C. lusitaniae,0
2017,Species,Area: New Mexico,C. parapsilosis,0.077
2017,Species,Area: New Mexico,C. tropicalis,0.115
2017,Species,Area: New Mexico,"Candida, multiple species",0
2017,Species,Area: New Mexico,"Candida, other species",0.038
2017,Species,Area: New York,C. albicans,0.348
2017,Species,Area: New York,C. glabrata,0.188
2017,Species,Area: New York,C. krusei,0.014
2017,Species,Area: New York,C. lusitaniae,0.043
2017,Species,Area: New York,C. parapsilosis,0.232
2017,Species,Area: New York,C. tropicalis,0.043
2017,Species,Area: New York,"Candida, multiple species",0.058
2017,Species,Area: New York,"Candida, other species",0.072
2017,Species,Area: Oregon,C. albicans,0.465
2017,Species,Area: Oregon,C. glabrata,0.211
2017,Species,Area: Oregon,C. krusei,0
2017,Species,Area: Oregon,C. lusitaniae,0.042
2017,Species,Area: Oregon,C. parapsilosis,0.099
2017,Species,Area: Oregon,C. tropicalis,0.042
2017,Species,Area: Oregon,"Candida, multiple species",0.085
2017,Species,Area: Oregon,"Candida, other species",0.056
2017,Species,Area: Tennessee,C. albicans,0.382
2017,Species,Area: Tennessee,C. glabrata,0.265
2017,Species,Area: Tennessee,C. krusei,0.007
2017,Species,Area: Tennessee,C. lusitaniae,0.029
2017,Species,Area: Tennessee,C. parapsilosis,0.125
2017,Species,Area: Tennessee,C. tropicalis,0.081
2017,Species,Area: Tennessee,"Candida, multiple species",0.051
2017,Species,Area: Tennessee,"Candida, other species",0.059
2018,Species,Area: All,C. albicans,0.36
2018,Species,Area: All,C. glabrata,0.314
2018,Species,Area: All,C. krusei,0.024
2018,Species,Area: All,C. lusitaniae,0.019
2018,Species,Area: All,C. parapsilosis,0.127
2018,Species,Area: All,C. tropicalis,0.068
2018,Species,Area: All,"Candida, other species",0.07
2018,Species,Area: All,"Candida, multiple species",0.019
2018,Species,Area: California,C. albicans,0.245
2018,Species,Area: California,C. glabrata,0.429
2018,Species,Area: California,C. krusei,0.01
2018,Species,Area: California,C. lusitaniae,0.01
2018,Species,Area: California,C. parapsilosis,0.143
2018,Species,Area: California,C. tropicalis,0.071
2018,Species,Area: California,"Candida, other species",0.071
2018,Species,Area: California,"Candida, multiple species",0.02
2018,Species,Area: Colorado,C. albicans,0.369
2018,Species,Area: Colorado,C. glabrata,0.346
2018,Species,Area: Colorado,C. krusei,0.023
2018,Species,Area: Colorado,C. lusitaniae,0.023
2018,Species,Area: Colorado,C. parapsilosis,0.115
2018,Species,Area: Colorado,C. tropicalis,0.038
2018,Species,Area: Colorado,"Candida, other species",0.062
2018,Species,Area: Colorado,"Candida, multiple species",0.023
2018,Species,Area: Georgia,C. albicans,0.389
2018,Species,Area: Georgia,C. glabrata,0.283
2018,Species,Area: Georgia,C. krusei,0.028
2018,Species,Area: Georgia,C. lusitaniae,0.028
2018,Species,Area: Georgia,C. parapsilosis,0.127
2018,Species,Area: Georgia,C. tropicalis,0.078
2018,Species,Area: Georgia,"Candida, other species",0.053
2018,Species,Area: Georgia,"Candida, multiple species",0.014
2018,Species,Area: Maryland,C. albicans,0.32
2018,Species,Area: Maryland,C. glabrata,0.299
2018,Species,Area: Maryland,C. krusei,0.03
2018,Species,Area: Maryland,C. lusitaniae,0.02
2018,Species,Area: Maryland,C. parapsilosis,0.157
2018,Species,Area: Maryland,C. tropicalis,0.076
2018,Species,Area: Maryland,"Candida, other species",0.076
2018,Species,Area: Maryland,"Candida, multiple species",0.02
2018,Species,Area: Minnesota,C. albicans,0.427
2018,Species,Area: Minnesota,C. glabrata,0.267
2018,Species,Area: Minnesota,C. krusei,0.023
2018,Species,Area: Minnesota,C. lusitaniae,0.015
2018,Species,Area: Minnesota,C. parapsilosis,0.122
2018,Species,Area: Minnesota,C. tropicalis,0.046
2018,Species,Area: Minnesota,"Candida, other species",0.076
2018,Species,Area: Minnesota,"Candida, multiple species",0.023
2018,Species,Area: New Mexico,C. albicans,0.552
2018,Species,Area: New Mexico,C. glabrata,0.207
2018,Species,Area: New Mexico,C. krusei,0
2018,Species,Area: New Mexico,C. lusitaniae,0.034
2018,Species,Area: New Mexico,C. parapsilosis,0.103
2018,Species,Area: New Mexico,C. tropicalis,0
2018,Species,Area: New Mexico,"Candida, other species",0.069
2018,Species,Area: New Mexico,"Candida, multiple species",0.034
2018,Species,Area: New York,C. albicans,0.5
2018,Species,Area: New York,C. glabrata,0.18
2018,Species,Area: New York,C. krusei,0
2018,Species,Area: New York,C. lusitaniae,0.02
2018,Species,Area: New York,C. parapsilosis,0.16
2018,Species,Area: New York,C. tropicalis,0.02
2018,Species,Area: New York,"Candida, other species",0.1
2018,Species,Area: New York,"Candida, multiple species",0.02
2018,Species,Area: Oregon,C. albicans,0.379
2018,Species,Area: Oregon,C. glabrata,0.276
2018,Species,Area: Oregon,C. krusei,0.069
2018,Species,Area: Oregon,C. lusitaniae,0
2018,Species,Area: Oregon,C. parapsilosis,0.103
2018,Species,Area: Oregon,C. tropicalis,0.034
2018,Species,Area: Oregon,"Candida, other species",0.103
2018,Species,Area: Oregon,"Candida, multiple species",0.034
2018,Species,Area: Tennessee,C. albicans,0.273
2018,Species,Area: Tennessee,C. glabrata,0.413
2018,Species,Area: Tennessee,C. krusei,0.014
2018,Species,Area: Tennessee,C. lusitaniae,0.007
2018,Species,Area: Tennessee,C. parapsilosis,0.091
2018,Species,Area: Tennessee,C. tropicalis,0.126
2018,Species,Area: Tennessee,"Candida, other species",0.07
2018,Species,Area: Tennessee,"Candida, multiple species",0.007
2018,Incidence,Age,19-44 years,4.269
2018,Incidence,Age,45-64 years,9.794
2018,Incidence,Age,> 65 years,20.279
2018,Incidence,Age,< 1 year,12.413
2018,Incidence,Age,1-18 years,0.799
2018,Incidence,Area,California,6.494
2018,Incidence,Area,Colorado,4.854
2018,Incidence,Area,Georgia,8.785
2018,Incidence,Area,Maryland,13.78
2018,Incidence,Area,Minnesota,4.517
2018,Incidence,Area,New Mexico,6.206
2018,Incidence,Area,New York,6.688
2018,Incidence,Area,Oregon,3.924
2018,Incidence,Area,Tennessee,11.924
2018,Incidence,Race,Black,12.493
2018,Incidence,Race,Non-black,5.447
2018,Incidence,Sex,Female,6.578
2018,Incidence,Sex,Male,7.803
2018,Incidence,Age,All cases,7.204
2018,Incidence,Race,All cases,7.204
2018,Incidence,Area,All cases,7.204
2018,Incidence,All cases,All cases,7.204
2018,Incidence,Sex,All cases,7.204
2018,Mortality,48-hour mortality,All cases,0.805
2018,Mortality,48-hour mortality,California,0.722
2018,Mortality,48-hour mortality,Colorado,0.435
2018,Mortality,48-hour mortality,Georgia,0.756
2018,Mortality,48-hour mortality,Maryland,1.731
2018,Mortality,48-hour mortality,Minnesota,0.552
2018,Mortality,48-hour mortality,New Mexico,1.034
2018,Mortality,48-hour mortality,New York,1.07
2018,Mortality,48-hour mortality,Oregon,0.442
2018,Mortality,48-hour mortality,Tennessee,1.558
2018,Mortality,At hospital discharge,All cases,2.169
2018,Mortality,At hospital discharge,California,2.165
2018,Mortality,At hospital discharge,Colorado,1.159
2018,Mortality,At hospital discharge,Georgia,2.391
2018,Mortality,At hospital discharge,Maryland,4.57
2018,Mortality,At hospital discharge,Minnesota,1.69
2018,Mortality,At hospital discharge,New Mexico,1.921
2018,Mortality,At hospital discharge,New York,2.274
2018,Mortality,At hospital discharge,Oregon,0.884
2018,Mortality,At hospital discharge,Tennessee,3.726
2018,Drug resistance,California,Fluconazole,0.044
2018,Drug resistance,Colorado,Fluconazole,0.033
2018,Drug resistance,Georgia,Fluconazole,0.099
2018,Drug resistance,Maryland,Fluconazole,0.055
2018,Drug resistance,Minnesota,Fluconazole,0.05
2018,Drug resistance,New Mexico,Fluconazole,0
2018,Drug resistance,New York,Fluconazole,0.133
2018,Drug resistance,Oregon,Fluconazole,0.094
2018,Drug resistance,Tennessee,Fluconazole,0.023
2018,Drug resistance,California,Voriconazole,0
2018,Drug resistance,Colorado,Voriconazole,0
2018,Drug resistance,Georgia,Voriconazole,0.019
2018,Drug resistance,Maryland,Voriconazole,0.011
2018,Drug resistance,Minnesota,Voriconazole,0
2018,Drug resistance,New Mexico,Voriconazole,0
2018,Drug resistance,New York,Voriconazole,0
2018,Drug resistance,Oregon,Voriconazole,0
2018,Drug resistance,Tennessee,Voriconazole,0
2018,Drug resistance,California,Echinocandin,0
2018,Drug resistance,Colorado,Echinocandin,0
2018,Drug resistance,Georgia,Echinocandin,0.008
2018,Drug resistance,Maryland,Echinocandin,0.011
2018,Drug resistance,Minnesota,Echinocandin,0
2018,Drug resistance,New Mexico,Echinocandin,0.071
2018,Drug resistance,New York,Echinocandin,0.022
2018,Drug resistance,Oregon,Echinocandin,0
2018,Drug resistance,Tennessee,Echinocandin,0
2018,Drug resistance,California,Multi-drug,0
2018,Drug resistance,Colorado,Multi-drug,0
2018,Drug resistance,Georgia,Multi-drug,0.004
2018,Drug resistance,Maryland,Multi-drug,0
2018,Drug resistance,Minnesota,Multi-drug,0
2018,Drug resistance,New Mexico,Multi-drug,0
2018,Drug resistance,New York,Multi-drug,0
2018,Drug resistance,Oregon,Multi-drug,0
2018,Drug resistance,Tennessee,Multi-drug,0
2018,Drug resistance,Candida albicans,Fluconazole,0.005
2018,Drug resistance,Candida glabrata,Fluconazole,0.061
2018,Drug resistance,Candida parapsilosis,Fluconazole,0.066
2018,Drug resistance,Candida tropicalis,Fluconazole,0.025
2018,Drug resistance,Candida albicans,Voriconazole,0.002
2018,Drug resistance,Candida krusei,Voriconazole,0
2018,Drug resistance,Candida parapsilosis,Voriconazole,0.026
2018,Drug resistance,Candida tropicalis,Voriconazole,0.025
2018,Drug resistance,Candida albicans,Echinocandin,0.002
2018,Drug resistance,Candida glabrata,Echinocandin,0.017
2018,Drug resistance,Candida krusei,Echinocandin,0
2018,Drug resistance,Candida parapsilosis,Echinocandin,0
2018,Drug resistance,Candida tropicalis,Echinocandin,0
2018,Drug resistance,Candida albicans,Multi-drug,0
2018,Drug resistance,Candida glabrata,Multi-drug,0.003
2018,Drug resistance,Candida krusei,Multi-drug,0
2018,Drug resistance,Candida parapsilosis,Multi-drug,0
2018,Drug resistance,Candida tropicalis,Multi-drug,0
2019,Incidence,Age,19-44 years,4.058
2019,Incidence,Age,45-64 years,8.913
2019,Incidence,Age,> 65 years,18.508
2019,Incidence,Age,< 1 year,9.597
2019,Incidence,Age,1-18 years,0.572
2019,Incidence,Area,California,5.814
2019,Incidence,Area,Colorado,6.072
2019,Incidence,Area,Connecticut,7.712
2019,Incidence,Area,Georgia,7.155
2019,Incidence,Area,Maryland,11.875
2019,Incidence,Area,Minnesota,5.131
2019,Incidence,Area,New Mexico,5.887
2019,Incidence,Area,New York,7.945
2019,Incidence,Area,Oregon,3.003
2019,Incidence,Area,Tennessee,8.95
2019,Incidence,Race,Black,9.76
2019,Incidence,Race,Non-black,5.389
2019,Incidence,Sex,Female,5.951
2019,Incidence,Sex,Male,7.569
2019,Incidence,Age,All cases,6.778
2019,Incidence,Race,All cases,6.778
